Epoch,Total Loss,Node Loss,Node MAE,Node R2,Node NRMSE,Edge Loss,Edge MAE,Edge R2,Edge NRMSE
1,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
2,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
3,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
4,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
5,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
6,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
7,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
8,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
9,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
10,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
11,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
12,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
13,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
14,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
15,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
16,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
17,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
18,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
19,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
20,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
21,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
22,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
23,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
24,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
25,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
26,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
27,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
28,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
29,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
30,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
31,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
32,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
33,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
34,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
35,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
36,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
37,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
38,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
39,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
40,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
41,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
42,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
43,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
44,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
45,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
46,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
47,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
48,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
49,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
50,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
51,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
52,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
53,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
54,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
55,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
56,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
57,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
58,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
59,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
60,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
61,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
62,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
63,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
64,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
65,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
66,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
67,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
68,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
69,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
70,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
71,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
72,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
73,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
74,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
75,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
76,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
77,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
78,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
79,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
80,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
81,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
82,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
83,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
84,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
85,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
86,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
87,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
88,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
89,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
90,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
91,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
92,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
93,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
94,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
95,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
96,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
97,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
98,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
99,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
100,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
101,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
102,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
103,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
104,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
105,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
106,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
107,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
108,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
109,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
110,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
111,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
112,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
113,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
114,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
115,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
116,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
117,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
118,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
119,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
120,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
121,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
122,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
123,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
124,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
125,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
126,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
127,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
128,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
129,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
130,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
131,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
132,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
133,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
134,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
135,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
136,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
137,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
138,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
139,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
140,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
141,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
142,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
143,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
144,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
145,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
146,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
147,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
148,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
149,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
150,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
151,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
152,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
153,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
154,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
155,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
156,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
157,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
158,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
159,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
160,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
161,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
162,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
163,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
164,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
165,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
166,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
167,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
168,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
169,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
170,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
171,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
172,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
173,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
174,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
175,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
176,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
177,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
178,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
179,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
180,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
181,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
182,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
183,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
184,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
185,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
186,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
187,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
188,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
189,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
190,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
191,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
192,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
193,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
194,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
195,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
196,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
197,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
198,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
199,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
200,681050.1875,244061.8438,155915.4219,-0.6895,1.2998,4369.8833,816.9224,-0.0362,1.0179
